timestamp_s,voltage_V,current_A
17570.0,9.0309,0.4037
17571.0,8.9921,0.3997
17572.0,8.9972,0.4005
17573.0,8.9833,0.3975
17574.0,9.0142,0.4005
17575.0,8.9883,0.3971
17576.0,8.9926,0.404
17577.0,9.0045,0.399
17578.0,8.984,0.4011
17579.0,8.9973,0.3932
17580.0,9.021,0.3992
17581.0,9.0064,0.3989
17582.0,9.002,0.4028
17583.0,9.0032,0.4016
17584.0,8.9942,0.4031
17585.0,9.0299,0.4013
17586.0,8.9878,0.4037
17587.0,9.0032,0.4013
17588.0,9.0017,0.3959
17589.0,9.0151,0.3997
17590.0,9.0165,0.3999
17591.0,8.9995,0.3902
17592.0,9.0044,0.397
17593.0,9.0049,0.4061
17594.0,8.9659,0.3992
17595.0,8.9762,0.3997
17596.0,8.9909,0.3935
17597.0,8.9916,0.396
17598.0,8.982,0.4015
17599.0,9.0112,0.3986
17600.0,9.0,0.3967
17601.0,8.9968,0.4039
17602.0,8.9812,0.3979
17603.0,8.9993,0.3961
17604.0,8.9606,0.4001
17605.0,8.9976,0.3976
17606.0,9.0009,0.3976
17607.0,9.0036,0.3998
17608.0,8.9765,0.3981
17609.0,9.0034,0.395
17610.0,8.9844,0.4017
17611.0,8.9878,0.4026
17612.0,9.0108,0.3992
17613.0,9.0302,0.4019
17614.0,9.0008,0.3989
17615.0,8.9877,0.3943
17616.0,9.0028,0.4027
17617.0,9.0141,0.3997
17618.0,9.0093,0.4005
17619.0,9.0411,0.3997
17620.0,8.9893,0.3995
17621.0,9.0038,0.4004
17622.0,9.0232,0.4005
17623.0,9.0223,0.4038
17624.0,8.9707,0.4013
17625.0,8.9999,0.4035
17626.0,9.0223,0.4045
17627.0,9.0434,0.3952
17628.0,9.0106,0.4038
17629.0,8.9945,0.402
17630.0,8.9849,0.4015
17631.0,9.0333,0.403
17632.0,9.0109,0.3992
17633.0,8.9873,0.4018
17634.0,8.997,0.3968
17635.0,9.0047,0.3958
17636.0,9.0082,0.4016
17637.0,8.9865,0.3998
17638.0,8.9908,0.4
17639.0,8.9752,0.3976
17640.0,9.0156,0.4012
17641.0,8.9949,0.3987
17642.0,9.007,0.3999
17643.0,9.0213,0.3985
17644.0,9.0033,0.3976
17645.0,8.9983,0.3994
17646.0,9.0029,0.4036
17647.0,9.0009,0.3986
17648.0,9.0187,0.3996
17649.0,9.0047,0.3992
17650.0,8.9918,0.3981
17651.0,9.0157,0.4037
17652.0,9.0185,0.3959
17653.0,8.9799,0.3997
17654.0,9.023,0.3975
17655.0,9.0055,0.4017
17656.0,9.0042,0.4004
17657.0,9.0151,0.4035
17658.0,8.9915,0.4022
17659.0,9.0143,0.4002
17660.0,8.9943,0.4022
17661.0,8.9779,0.4025
17662.0,8.985,0.3973
17663.0,9.0085,0.4023
17664.0,8.9858,0.4009
17665.0,9.0242,0.4015
17666.0,9.0178,0.3988
17667.0,9.02,0.3974
17668.0,9.0019,0.3969
17669.0,9.0039,0.3898
17670.0,8.9821,0.3979
17671.0,9.0149,0.4073
17672.0,9.0057,0.4025
17673.0,9.0085,0.401
17674.0,9.0253,0.4029
17675.0,8.9909,0.3992
17676.0,8.9981,0.3988
17677.0,9.0049,0.3991
17678.0,8.986,0.3978
17679.0,8.9972,0.398
17680.0,9.0074,0.4
17681.0,8.9951,0.4002
17682.0,9.0196,0.404
17683.0,8.9773,0.4031
17684.0,9.0168,0.3955
17685.0,9.0099,0.3991
17686.0,8.9915,0.3967
17687.0,8.9861,0.3922
17688.0,8.9688,0.4003
17689.0,8.9881,0.4017
17690.0,9.0157,0.4002
17691.0,8.9992,0.4013
17692.0,9.0174,0.399
17693.0,8.9907,0.3969
17694.0,9.0106,0.3989
17695.0,8.9892,0.4041
17696.0,8.9855,0.4011
17697.0,8.9984,0.3954
17698.0,8.99,0.4004
17699.0,8.9769,0.4038
17700.0,8.9973,0.4023
17701.0,9.0016,0.4039
17702.0,9.019,0.3955
17703.0,9.0141,0.4004
17704.0,9.0183,0.399
17705.0,9.0108,0.4018
17706.0,9.005,0.3975
17707.0,8.9816,0.3974
17708.0,9.0022,0.4
17709.0,9.009,0.3972
17710.0,9.0219,0.4008
17711.0,9.0103,0.3939
17712.0,9.0186,0.4035
17713.0,8.9845,0.3916
17714.0,8.9951,0.4027
17715.0,9.0064,0.3983
17716.0,9.0174,0.3957
17717.0,8.9978,0.4005
17718.0,8.9988,0.4027
17719.0,9.0103,0.4035
17720.0,8.9831,0.4034
17721.0,9.0241,0.3974
17722.0,8.9868,0.4006
17723.0,8.9712,0.3947
17724.0,9.0002,0.4002
17725.0,9.0255,0.401
17726.0,9.0088,0.3989
17727.0,9.0113,0.3945
17728.0,9.0006,0.3982
17729.0,8.9977,0.4057
17730.0,8.9768,0.4012
17731.0,8.9661,0.3985
17732.0,9.0029,0.3995
17733.0,9.0197,0.4012
17734.0,9.0052,0.3954
17735.0,9.0094,0.3955
17736.0,9.0238,0.3978
17737.0,9.0049,0.3985
17738.0,8.9982,0.4054
17739.0,8.9877,0.4002
17740.0,9.0303,0.3984
17741.0,9.0079,0.4002
17742.0,8.9858,0.3939
17743.0,8.9824,0.3973
17744.0,9.0188,0.3978
17745.0,8.9844,0.3969
17746.0,9.0278,0.4037
17747.0,8.9587,0.402
17748.0,9.0213,0.3964
17749.0,9.0073,0.3962
17750.0,9.0018,0.3962
17751.0,8.9974,0.3994
17752.0,9.0284,0.4006
17753.0,9.0106,0.4012
17754.0,8.9865,0.397
17755.0,8.9742,0.3995
17756.0,9.0027,0.3998
17757.0,9.0,0.4036
17758.0,8.9772,0.4023
17759.0,8.9992,0.3957
17760.0,8.9914,0.3943
17761.0,9.0001,0.3997
17762.0,9.0109,0.3981
17763.0,9.0224,0.3971
17764.0,9.0136,0.3977
17765.0,8.9892,0.4017
17766.0,9.0055,0.3955
17767.0,9.0009,0.4055
17768.0,8.98,0.3978
17769.0,9.006,0.4019
17770.0,9.0279,0.398
17771.0,9.0005,0.3954
17772.0,8.9761,0.3996
17773.0,9.0005,0.3962
17774.0,8.9818,0.4004
17775.0,9.013,0.3999
17776.0,9.0079,0.3979
17777.0,8.9974,0.4005
17778.0,8.995,0.4031
17779.0,8.9968,0.3997
17780.0,9.0001,0.3978
17781.0,8.9884,0.4012
17782.0,8.9792,0.4013
17783.0,9.0171,0.3991
17784.0,8.9942,0.4041
17785.0,9.0025,0.3991
17786.0,9.0043,0.4045
17787.0,9.0048,0.398
17788.0,8.9824,0.4026
17789.0,8.9749,0.3993
17790.0,8.9912,0.4008
17791.0,9.0059,0.3939
17792.0,8.9891,0.4065
17793.0,8.9947,0.401
17794.0,9.0319,0.4031
17795.0,8.9723,0.3959
17796.0,8.9887,0.4005
17797.0,9.0284,0.3995
17798.0,8.9993,0.3968
17799.0,8.9894,0.4039
17800.0,9.0175,0.4004
17801.0,9.0008,0.3998
17802.0,8.9948,0.4019
17803.0,9.0029,0.3974
17804.0,8.9901,0.4005
17805.0,8.9847,0.4003
17806.0,8.9983,0.4004
17807.0,8.9848,0.4031
17808.0,9.0002,0.3987
17809.0,9.0053,0.3984
17810.0,9.0128,0.3982
17811.0,9.0169,0.398
17812.0,8.9939,0.4033
17813.0,9.0075,0.3998
17814.0,9.0074,0.4031
17815.0,9.0049,0.4008
17816.0,8.9928,0.3974
17817.0,8.9846,0.3955
17818.0,9.0075,0.3956
17819.0,8.9744,0.3973
17820.0,8.996,0.4031
17821.0,8.9617,0.4039
17822.0,8.98,0.4003
17823.0,8.9868,0.4028
17824.0,9.0165,0.3983
17825.0,9.0103,0.3981
17826.0,8.9917,0.4023
17827.0,9.0109,0.4005
17828.0,9.0133,0.4022
17829.0,8.9976,0.4002
17830.0,8.9792,0.3989
17831.0,8.9969,0.3994
17832.0,8.9985,0.4009
17833.0,8.9815,0.4007
17834.0,9.0055,0.3972
17835.0,9.0042,0.3996
17836.0,9.0067,0.3954
17837.0,9.0042,0.399
17838.0,9.0109,0.3972
17839.0,8.9973,0.3909
17840.0,9.003,0.4066
17841.0,8.994,0.3977
17842.0,8.9912,0.3972
17843.0,9.0201,0.4049
17844.0,8.9693,0.3965
17845.0,9.0132,0.3956
17846.0,8.9907,0.3994
17847.0,8.9887,0.3985
17848.0,9.0039,0.3981
17849.0,8.9777,0.3972
17850.0,8.9878,0.3994
17851.0,8.9873,0.4049
17852.0,8.9967,0.3952
17853.0,8.9879,0.4025
17854.0,9.024,0.4046
17855.0,9.027,0.3981
17856.0,8.9697,0.4011
17857.0,9.0082,0.3996
17858.0,9.0129,0.3948
17859.0,9.0081,0.4037
17860.0,8.9901,0.4001
17861.0,8.9963,0.3984
17862.0,8.9888,0.3954
17863.0,8.9937,0.4016
17864.0,8.9819,0.4005
17865.0,8.9983,0.4018
17866.0,8.9775,0.4017
17867.0,8.997,0.3976
17868.0,8.9813,0.3897
17869.0,9.0031,0.3997
17870.0,8.9898,0.3995
17871.0,9.0044,0.4005
17872.0,9.0162,0.4046
17873.0,9.0238,0.3999
17874.0,8.9621,0.4021
17875.0,8.9875,0.4011
17876.0,8.9955,0.3958
17877.0,9.0069,0.3961
17878.0,8.9752,0.4035
17879.0,8.9853,0.3974
17880.0,9.002,0.4011
17881.0,9.0013,0.3969
17882.0,9.0057,0.4022
17883.0,9.0067,0.4007
17884.0,9.0051,0.3991
17885.0,9.0029,0.402
17886.0,9.0008,0.4008
17887.0,9.01,0.3978
17888.0,8.9664,0.4
17889.0,9.0232,0.402
17890.0,8.9669,0.4033
17891.0,8.9838,0.3996
17892.0,8.9966,0.4054
17893.0,9.0101,0.3978
17894.0,8.9551,0.3953
17895.0,8.9996,0.3958
17896.0,9.0119,0.4
17897.0,9.0149,0.4
17898.0,8.9895,0.4004
17899.0,8.9955,0.398
17900.0,8.9908,0.4067
17901.0,8.9941,0.4045
17902.0,8.9845,0.3966
17903.0,8.9867,0.3997
17904.0,9.0065,0.4001
17905.0,9.002,0.4021
17906.0,9.0074,0.3954
17907.0,9.0032,0.3949
17908.0,9.0106,0.3963
17909.0,9.0132,0.4045
17910.0,8.9739,0.398
17911.0,8.9872,0.4024
17912.0,8.9965,0.4018
17913.0,8.9997,0.3995
17914.0,8.9899,0.4025
17915.0,9.0137,0.3963
17916.0,9.0297,0.3986
17917.0,9.0028,0.3933
17918.0,9.0013,0.4003
17919.0,9.0127,0.3976
17920.0,8.972,0.4066
17921.0,9.0004,0.4002
17922.0,9.0147,0.4025
17923.0,8.9904,0.402
17924.0,8.9816,0.3998
17925.0,8.9972,0.403
17926.0,8.9991,0.4001
17927.0,8.9864,0.4014
17928.0,9.0314,0.4071
17929.0,8.9928,0.4006
17930.0,8.9827,0.3984
17931.0,8.9986,0.3979
17932.0,9.0136,0.3998
17933.0,9.0003,0.4004
17934.0,9.0073,0.4002
17935.0,8.9869,0.3953
17936.0,9.0223,0.3932
17937.0,9.0084,0.3971
17938.0,9.0157,0.4002
17939.0,9.0055,0.4002
17940.0,9.0124,0.4014
17941.0,8.9869,0.4011
17942.0,8.9926,0.3985
17943.0,9.0202,0.3969
17944.0,9.0234,0.4016
17945.0,8.9828,0.4007
17946.0,9.0037,0.3967
17947.0,8.9935,0.4019
17948.0,8.9895,0.4029
17949.0,9.0043,0.4024
17950.0,9.0171,0.4029
17951.0,9.0068,0.3977
17952.0,8.9952,0.4026
17953.0,9.0077,0.3995
17954.0,8.9946,0.4061
17955.0,9.0062,0.4027
17956.0,9.0209,0.4013
17957.0,8.9688,0.4051
17958.0,9.012,0.3985
17959.0,8.9769,0.4017
17960.0,9.0184,0.4067
17961.0,8.9904,0.4024
17962.0,8.9817,0.4005
17963.0,9.0104,0.3992
17964.0,9.0055,0.3971
17965.0,8.985,0.3991
17966.0,8.9812,0.3975
17967.0,8.9972,0.3993
17968.0,8.9819,0.3997
17969.0,8.9841,0.403
17970.0,9.0017,0.3988
17971.0,8.9855,0.3982
17972.0,9.0064,0.4027
17973.0,9.0224,0.4021
17974.0,8.9978,0.3993
17975.0,9.002,0.4018
17976.0,9.0303,0.3992
17977.0,8.9822,0.3994
17978.0,9.0179,0.4047
17979.0,9.0161,0.3996
17980.0,9.0128,0.3988
17981.0,9.0194,0.4001
17982.0,9.0042,0.3941
17983.0,8.9913,0.3995
17984.0,9.0164,0.4008
17985.0,9.017,0.4059
17986.0,9.0166,0.4003
17987.0,9.0007,0.4013
17988.0,8.9893,0.401
17989.0,9.0029,0.4068
17990.0,9.0141,0.403
17991.0,9.0154,0.3956
17992.0,8.9936,0.4037
17993.0,9.0047,0.3972
17994.0,8.9804,0.398
17995.0,9.0148,0.3961
17996.0,8.9883,0.4055
17997.0,9.0118,0.4036
17998.0,8.9828,0.4037
17999.0,9.0155,0.4031
18000.0,9.0048,0.4021
18001.0,8.9883,0.399
18002.0,9.0104,0.4006
18003.0,8.9911,0.3985
18004.0,9.0112,0.3974
18005.0,8.9959,0.3981
18006.0,8.9742,0.4071
18007.0,8.9853,0.3989
18008.0,8.9935,0.403
18009.0,9.0205,0.4062
18010.0,9.0135,0.4023
18011.0,9.0244,0.3976
18012.0,9.0248,0.3978
18013.0,8.992,0.4004
18014.0,8.9972,0.4068
18015.0,8.9938,0.4043
18016.0,8.9899,0.4016
18017.0,8.9724,0.3994
18018.0,8.9998,0.4011
18019.0,8.9807,0.4006
18020.0,8.9995,0.4005
18021.0,9.0317,0.3974
18022.0,8.9924,0.3973
18023.0,9.0029,0.401
18024.0,9.0136,0.3965
18025.0,9.0042,0.3981
18026.0,9.0044,0.4001
18027.0,8.9946,0.401
18028.0,8.9965,0.4033
18029.0,8.9856,0.3962
18030.0,9.0127,0.3962
18031.0,8.9739,0.4039
18032.0,9.0146,0.405
18033.0,8.9789,0.3969
18034.0,9.0144,0.3975
18035.0,8.9947,0.4016
18036.0,8.9815,0.4001
18037.0,9.0087,0.4002
18038.0,9.0139,0.3977
18039.0,8.9934,0.4022
18040.0,9.0108,0.3993
18041.0,8.9657,0.3992
18042.0,8.9802,0.3966
18043.0,9.0194,0.4024
18044.0,8.9966,0.3989
18045.0,8.9721,0.3999
18046.0,8.9895,0.4036
18047.0,8.9861,0.3969
18048.0,8.9975,0.3997
18049.0,8.9944,0.3953
18050.0,9.0027,0.3984
18051.0,8.999,0.4039
18052.0,9.0204,0.3954
18053.0,9.0064,0.4007
18054.0,9.0069,0.4048
18055.0,9.0175,0.4016
18056.0,8.9942,0.3982
18057.0,8.9811,0.3967
18058.0,9.0181,0.3942
18059.0,9.002,0.4047
18060.0,9.0021,0.3987
18061.0,8.9905,0.3946
18062.0,8.9907,0.3969
18063.0,9.0127,0.3968
18064.0,9.0148,0.3985
18065.0,9.0118,0.4072
18066.0,9.0119,0.4028
18067.0,9.0085,0.4015
18068.0,9.002,0.4036
18069.0,8.9974,0.4055
18070.0,9.0182,0.4016
18071.0,8.9944,0.4043
18072.0,9.0055,0.3981
18073.0,8.9879,0.3974
18074.0,8.9901,0.3969
18075.0,8.9965,0.4009
18076.0,8.9879,0.3921
18077.0,9.012,0.404
18078.0,8.9798,0.3985
18079.0,9.0015,0.4025
18080.0,9.002,0.3958
18081.0,8.9728,0.4033
18082.0,8.9934,0.4041
18083.0,9.0038,0.4003
18084.0,9.0064,0.4016
18085.0,8.9969,0.3969
18086.0,9.0102,0.4001
18087.0,8.9984,0.4029
18088.0,9.0002,0.3991
18089.0,9.0038,0.4046
18090.0,9.0139,0.3947
18091.0,8.9899,0.399
18092.0,8.9927,0.3942
18093.0,8.99,0.4009
18094.0,8.995,0.3994
18095.0,9.0214,0.3995
18096.0,9.0086,0.4022
18097.0,8.983,0.3991
18098.0,8.991,0.4084
18099.0,9.0056,0.4024
18100.0,8.9864,0.4001
18101.0,8.9891,0.398
18102.0,9.0202,0.3973
18103.0,8.9908,0.4013
18104.0,9.0143,0.3984
18105.0,9.0188,0.403
18106.0,8.989,0.3998
18107.0,8.9867,0.3998
18108.0,8.9959,0.4003
18109.0,8.9837,0.3995
18110.0,9.0018,0.4008
18111.0,8.9969,0.4062
18112.0,9.0054,0.4016
18113.0,9.021,0.4013
18114.0,9.0123,0.4024
18115.0,9.0073,0.3997
18116.0,8.9705,0.3971
18117.0,9.0067,0.3909
18118.0,9.0258,0.3938
18119.0,8.9548,0.4022
18120.0,9.0103,0.4011
18121.0,8.9976,0.3996
18122.0,8.9873,0.4071
18123.0,9.012,0.3999
18124.0,9.0256,0.3929
18125.0,9.0116,0.4023
18126.0,8.9944,0.4035
18127.0,8.9858,0.4022
18128.0,9.0022,0.4035
18129.0,9.0131,0.3947
18130.0,8.9942,0.4003
18131.0,8.9956,0.3975
18132.0,9.0423,0.4016
18133.0,9.0162,0.4046
18134.0,9.0173,0.3989
18135.0,8.9781,0.402
18136.0,8.9894,0.3974
18137.0,9.0011,0.3999
18138.0,8.985,0.3985
18139.0,9.024,0.4054
18140.0,9.0212,0.3968
18141.0,8.992,0.4003
18142.0,9.0268,0.4041
18143.0,8.9999,0.3942
18144.0,9.0388,0.4013
18145.0,9.0022,0.4003
18146.0,9.0086,0.398
18147.0,9.021,0.4036
18148.0,9.0192,0.4051
18149.0,9.0077,0.402
18150.0,8.9979,0.3991
18151.0,9.0077,0.3957
18152.0,8.9878,0.4005
18153.0,9.0023,0.3995
18154.0,8.9834,0.3997
18155.0,8.9733,0.3985
18156.0,9.0008,0.3982
18157.0,9.0189,0.4001
18158.0,9.0139,0.3963
18159.0,8.9988,0.4031
18160.0,9.0262,0.3977
18161.0,8.9915,0.4003
18162.0,8.9712,0.399
18163.0,8.9673,0.402
18164.0,8.9823,0.4018
18165.0,9.0122,0.4015
18166.0,8.9905,0.3965
18167.0,9.0069,0.3994
18168.0,9.0247,0.4048
18169.0,8.9835,0.399
18170.0,9.0072,0.4031
18171.0,9.0081,0.4
18172.0,8.9871,0.3991
18173.0,9.0203,0.4006
18174.0,8.9957,0.3975
18175.0,8.9942,0.4027
18176.0,9.0317,0.3974
18177.0,9.0078,0.4017
18178.0,9.0139,0.4032
18179.0,9.0203,0.4013
18180.0,8.9902,0.3983
18181.0,9.0187,0.4006
18182.0,8.9925,0.3978
18183.0,8.9918,0.3994
18184.0,8.9959,0.3984
18185.0,8.9907,0.3977
18186.0,9.0123,0.4019
18187.0,9.004,0.403
18188.0,8.9926,0.4032
18189.0,9.0101,0.4007
18190.0,8.9959,0.4044
18191.0,8.9951,0.398
18192.0,9.0007,0.4039
18193.0,9.007,0.4027
18194.0,9.0058,0.4001
18195.0,8.9946,0.4007
18196.0,9.0127,0.4031
18197.0,8.9967,0.402
18198.0,8.9902,0.4008
18199.0,8.978,0.3986
18200.0,9.0147,0.3972
18201.0,9.0002,0.4003
18202.0,9.0032,0.3966
18203.0,9.0157,0.4022
18204.0,8.9928,0.3947
18205.0,8.9794,0.4009
18206.0,9.001,0.3992
18207.0,9.0046,0.3987
18208.0,8.9961,0.3992
18209.0,9.0221,0.3914
18210.0,8.9627,0.3987
18211.0,9.0168,0.3974
18212.0,9.0119,0.3974
18213.0,9.0069,0.4094
18214.0,8.95,0.3958
18215.0,9.0193,0.4012
18216.0,8.9846,0.3976
18217.0,8.9924,0.3973
18218.0,8.9974,0.396
18219.0,9.0061,0.4034
18220.0,9.0096,0.4036
18221.0,9.0134,0.3981
18222.0,9.0122,0.4027
18223.0,9.0038,0.3969
18224.0,9.0062,0.3988
18225.0,8.9836,0.402
18226.0,8.9887,0.397
18227.0,9.0134,0.3978
18228.0,9.0126,0.4001
18229.0,9.0109,0.4001
18230.0,8.9923,0.3968
18231.0,9.0137,0.4067
18232.0,8.9826,0.3975
18233.0,9.0162,0.4029
18234.0,8.9961,0.4018
18235.0,9.0253,0.3976
18236.0,8.9772,0.4014
18237.0,9.0265,0.3975
18238.0,8.9946,0.4002
18239.0,8.9943,0.4025
18240.0,9.0029,0.3983
18241.0,8.9895,0.4012
18242.0,8.9989,0.3983
18243.0,8.9889,0.4005
18244.0,8.9895,0.4003
18245.0,9.0073,0.3989
18246.0,8.9865,0.3945
18247.0,8.9885,0.4023
18248.0,8.9794,0.406
18249.0,8.9924,0.4004
18250.0,9.0197,0.3982
18251.0,8.9873,0.4006
18252.0,8.989,0.4034
18253.0,9.0029,0.4038
18254.0,8.9944,0.4027
18255.0,9.0334,0.4013
18256.0,8.9976,0.402
18257.0,9.005,0.4004
18258.0,9.0142,0.3971
18259.0,9.0139,0.3989
18260.0,9.0035,0.399
18261.0,8.9976,0.4009
18262.0,9.0304,0.3947
18263.0,8.9985,0.4015
18264.0,8.9934,0.394
18265.0,8.9903,0.4012
18266.0,8.9741,0.4035
18267.0,9.0123,0.4027
18268.0,8.9648,0.3973
18269.0,8.9999,0.4019
18270.0,8.9969,0.4021
18271.0,9.0336,0.4051
18272.0,8.9725,0.4011
18273.0,8.9865,0.4031
18274.0,8.998,0.3987
18275.0,8.997,0.3974
18276.0,8.9918,0.4026
18277.0,8.9988,0.4026
18278.0,8.9811,0.3981
18279.0,9.0054,0.3964
18280.0,8.9652,0.4004
18281.0,8.9996,0.4001
18282.0,8.991,0.4007
18283.0,9.0152,0.4027
18284.0,9.0263,0.4031
18285.0,8.995,0.4
18286.0,9.0209,0.397
18287.0,8.9953,0.3978
18288.0,8.9855,0.3982
18289.0,9.0262,0.3996
18290.0,9.0078,0.3985
18291.0,9.0001,0.3993
18292.0,9.0103,0.4002
18293.0,9.0041,0.3981
18294.0,8.999,0.401
18295.0,8.9801,0.4055
18296.0,8.9959,0.3995
18297.0,9.0093,0.398
18298.0,8.9982,0.4009
18299.0,9.0135,0.3976
18300.0,9.0058,0.3996
18301.0,8.9868,0.398
18302.0,8.9802,0.3968
18303.0,8.9976,0.3974
18304.0,8.9921,0.398
18305.0,9.005,0.3969
18306.0,8.9892,0.4038
18307.0,8.9908,0.4013
18308.0,9.0158,0.4028
18309.0,9.0022,0.3959
18310.0,8.9895,0.3991
18311.0,9.0003,0.4013
18312.0,9.0207,0.405
18313.0,9.0044,0.3977
18314.0,9.0089,0.3961
18315.0,8.9887,0.4006
18316.0,9.0154,0.398
18317.0,9.0348,0.4051
18318.0,8.9881,0.4016
18319.0,8.9823,0.3991
18320.0,9.0026,0.3992
18321.0,9.0131,0.3996
18322.0,8.9986,0.3945
18323.0,8.9842,0.4001
18324.0,8.9984,0.3985
18325.0,9.009,0.4019
18326.0,8.9939,0.3973
18327.0,9.0091,0.402
18328.0,9.0175,0.4016
18329.0,9.0036,0.4005
18330.0,8.9996,0.4038
18331.0,9.0124,0.3943
18332.0,8.9872,0.4013
18333.0,8.9857,0.3999
18334.0,8.996,0.3998
18335.0,8.9926,0.3971
18336.0,8.9879,0.3957
18337.0,9.0275,0.4027
18338.0,9.0326,0.4024
18339.0,8.9947,0.4054
18340.0,9.0014,0.4059
18341.0,8.9972,0.3954
18342.0,9.0166,0.3995
18343.0,9.0196,0.4008
18344.0,8.9733,0.4029
18345.0,9.0071,0.4043
18346.0,8.9804,0.3969
18347.0,9.0264,0.3984
18348.0,9.0066,0.4041
18349.0,8.9876,0.395
18350.0,8.9964,0.3968
18351.0,8.9957,0.4013
18352.0,9.0079,0.4062
18353.0,9.0156,0.395
18354.0,8.9828,0.4002
18355.0,9.0276,0.4017
18356.0,9.0241,0.4044
18357.0,8.9869,0.4013
18358.0,9.0011,0.3945
18359.0,9.0257,0.3961
18360.0,9.0185,0.4041
18361.0,8.9949,0.4013
18362.0,9.0122,0.3966
18363.0,9.045,0.4015
18364.0,9.0016,0.4009
18365.0,8.9905,0.3925
18366.0,9.0026,0.3937
18367.0,9.0037,0.4009
18368.0,8.9921,0.4061
18369.0,9.0066,0.4008
18370.0,8.9812,0.3927
18371.0,8.99,0.3952
18372.0,9.0114,0.4019
18373.0,8.9737,0.4022
18374.0,9.0135,0.3994
18375.0,8.9698,0.3985
18376.0,8.974,0.4024
18377.0,8.9925,0.4033
18378.0,9.0043,0.4021
18379.0,9.0199,0.3971
18380.0,9.0009,0.4027
18381.0,8.9963,0.3989
18382.0,9.0087,0.3982
18383.0,8.9869,0.3981
18384.0,9.0021,0.4001
18385.0,8.982,0.4017
18386.0,9.0012,0.3939
18387.0,8.9981,0.3978
18388.0,8.9879,0.3986
18389.0,9.0025,0.4031
18390.0,9.0024,0.3974
18391.0,9.0176,0.399
18392.0,8.9759,0.4024
18393.0,8.9989,0.4001
18394.0,8.9886,0.4046
18395.0,9.013,0.3995
18396.0,9.0113,0.4056
18397.0,9.0076,0.4062
18398.0,8.9894,0.4014
18399.0,9.0133,0.4013
18400.0,8.977,0.4017
18401.0,8.974,0.4024
18402.0,8.9809,0.4004
18403.0,8.9995,0.4035
18404.0,9.0101,0.4015
18405.0,8.9554,0.4042
18406.0,9.0198,0.3956
18407.0,9.002,0.4006
18408.0,8.9765,0.403
18409.0,9.0015,0.3966
18410.0,9.0164,0.4013
18411.0,9.009,0.4018
18412.0,9.0165,0.4052
18413.0,8.9795,0.399
18414.0,8.9938,0.4006
18415.0,8.9861,0.3983
18416.0,9.0258,0.3996
18417.0,9.0096,0.4049
18418.0,9.0427,0.3999
18419.0,8.993,0.3979
18420.0,8.9891,0.3995
18421.0,8.9979,0.3984
18422.0,9.0207,0.3987
18423.0,8.9945,0.3984
18424.0,9.0019,0.3985
18425.0,9.0015,0.3964
18426.0,9.0006,0.4002
18427.0,8.9902,0.3971
18428.0,8.9979,0.4034
18429.0,8.9973,0.3991
18430.0,8.9999,0.4012
18431.0,9.0142,0.4012
18432.0,9.0264,0.3945
18433.0,8.9874,0.3992
18434.0,8.9941,0.4052
18435.0,8.9876,0.3977
18436.0,9.0028,0.4068
18437.0,8.9919,0.4016
18438.0,9.0036,0.4016
18439.0,9.0166,0.4007
18440.0,8.9621,0.4031
18441.0,9.0074,0.4033
18442.0,8.9931,0.3999
18443.0,9.0069,0.3987
18444.0,8.9866,0.3957
18445.0,9.0179,0.4024
18446.0,9.0137,0.4002
18447.0,9.0085,0.3975
18448.0,9.0119,0.3983
18449.0,8.9888,0.3998
18450.0,8.9907,0.3971
18451.0,9.0113,0.4001
18452.0,8.9885,0.3951
18453.0,9.0217,0.3984
18454.0,8.9951,0.3965
18455.0,9.0075,0.4006
18456.0,9.0315,0.3971
18457.0,8.9894,0.3983
18458.0,9.001,0.4068
18459.0,9.0158,0.4026
18460.0,9.0143,0.4018
18461.0,8.9951,0.4039
18462.0,8.9922,0.4015
18463.0,8.9965,0.3958
18464.0,9.0217,0.3961
18465.0,8.9958,0.3919
18466.0,9.0012,0.4006
18467.0,8.9936,0.3968
18468.0,9.0106,0.3983
18469.0,9.0023,0.399
18470.0,8.9849,0.3982
18471.0,8.9855,0.3999
18472.0,8.97,0.3992
18473.0,8.9875,0.3989
18474.0,9.0119,0.3954
18475.0,9.0199,0.4007
18476.0,9.0103,0.4065
18477.0,9.0083,0.4008
18478.0,8.9981,0.4068
18479.0,9.0116,0.3983
18480.0,9.0043,0.3992
18481.0,9.0271,0.3999
18482.0,8.9985,0.3995
18483.0,9.0201,0.4035
18484.0,9.0131,0.3934
18485.0,9.011,0.3986
18486.0,8.9698,0.405
18487.0,9.0139,0.3985
18488.0,8.9981,0.4028
18489.0,8.9933,0.4018
18490.0,8.9778,0.3998
18491.0,8.9999,0.4009
18492.0,9.0005,0.3997
18493.0,8.9805,0.3936
18494.0,8.9779,0.4014
18495.0,9.0073,0.3982
18496.0,9.0131,0.3959
18497.0,9.0029,0.4012
18498.0,9.0173,0.401
18499.0,8.9987,0.4029
18500.0,8.9992,0.3992
18501.0,8.9862,0.4026
18502.0,8.9766,0.4001
18503.0,9.0278,0.401
18504.0,9.017,0.4013
18505.0,8.9791,0.396
18506.0,9.0023,0.4011
18507.0,8.9985,0.4003
18508.0,8.9959,0.3992
18509.0,8.9939,0.4003
18510.0,9.0057,0.4076
18511.0,9.0123,0.3942
18512.0,9.006,0.3996
